Si;No;No;Inseguro;Si;No;Inseguro;Si;No;Inseguro;No;Si;No;No;No;Si;Inseguro;Si;No;Inseguro;No;Si;Si;Si;Si;No;Si;No;No;Inseguro;No;Si;No;Inseguro;Si;No;No;Si;No;
Si;No;Inseguro;No;Si;Si;No;No;Inseguro;Si;No;Inseguro;No;Si;No;Inseguro;No;No;Si;Inseguro;No;Si;No;Inseguro;No;Si;No;Si;No;Si;No;Si;Si;No;Si;No;Si;Si;Si;
